"where";"id";"gender";"age";"education";"employment";"is_rescue_worker";"red_cross_commeetee_location";"rescue_worker_qualification";"years_experience";"last_training";"rate_of_activity";"job_qualification";"is_job_qualification_invariant";"is_team_invariant";"neuroticism";"negative_affect";"i1_na";"i2_na";"i3_na";"i4_na";"i5_na";"i1_sr";"i2_sr";"i3_sr";"i4_sr";"i5_sr";"i6_sr";"i7_sr";"self_reproach";"extraversion";"openness";"agreeableness";"nonantagonistic_orientation";"prosocial_orientation";"conscientiousness";"cope_nvi";"social_support";"avoiding_strategies";"positive_attitude";"problem_orientation";"transcendent_orientation";"avoiding_strategies_R";"transcendent_orientation_R";"ptg";"life_appreciation";"new_possibilities";"personal_strength";"spirituality_changes";"interpersonal_relationships";"ies";"avoiding";"intrusivity";"iperarousal";"self_kindness";"self_judgment";"common_humanity";"isolation";"mindfulness";"over_identification";"neg_self_compassion";"pos_self_compassion";"family";"friends";"significant_other"
"lombardia";"az90";"male";52;"Diploma";"Dipendente";"Yes";"Comitato di Lodi";"Si";"16";"Meno di 1 anno fa";"1 turno a settimana";"Autista";"No";"Yes";19;15;4;1;3;3;4;1;1;0;1;1;0;0;4;31;30;35;21;14;32;119;23;18;32;31;15;65;25;38;7;10;9;0;12;7;3;3;1;20;20;13;18;16;18;56;49;9;10;13
"lombardia";"108";"male";65;"Diploma";"Pensionato";"Yes";"Comitato di Medio Verbano";"Si";"16";"Meno di 6 mesi fa";"1 turno ogni due settimane";"Autista";"No";"No";16;7;2;1;1;1;2;2;1;1;1;2;1;1;9;34;31;28;16;12;33;123;25;19;31;27;21;64;19;57;7;12;14;2;22;4;2;0;2;10;20;11;17;11;18;55;32;11;12;9
"lombardia";"GS676510";"female";26;"Diploma";"Dipendente";"Yes";"Comitato di Bergamo Hinterland";"Si";"2";"Meno di 6 mesi fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"Yes";16;9;3;3;1;1;1;0;4;0;3;0;0;0;7;40;22;30;20;10;46;140;34;19;34;36;17;65;23;55;9;8;14;0;24;17;0;14;3;17;22;10;20;10;20;62;37;24;24;24
"lombardia";"CL356859";"male";23;"Diploma";"Studente";"Yes";"Comitato di Varese";"Si";"2";"Più di 1 anno fa";"1 turno a settimana";"Soccorritore";"Yes";"No";23;11;2;1;3;2;3;1;2;1;2;3;2;1;12;35;30;32;20;12;30;141;33;32;25;32;19;49;21;16;4;3;3;0;6;17;8;9;0;12;18;11;13;9;11;42;32;19;18;19
"lombardia";"MR753722";"female";25;"Laurea magistrale";"Studente";"Yes";"Comitato di Area Sud Milanese";"Si";"4";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"No";"No";33;15;3;3;3;3;3;2;3;3;2;3;2;3;18;24;34;37;22;15;32;133;32;27;29;32;13;56;27;9;0;1;4;0;4;9;4;5;0;12;7;14;10;11;8;25;37;19;22;20
"lombardia";"NR86737";"female";27;"Laurea magistrale";"Studente";"Yes";"Comitato di Cantù";"Si";"8";"Più di 1 anno fa";"1 turno ogni due settimane";"Capo-squadra";"Yes";"No";22;12;2;3;2;3;2;2;2;1;2;2;1;0;10;38;36;31;19;12;41;118;27;24;26;27;14;59;26;37;6;9;9;0;13;17;7;6;4;7;14;9;15;10;16;45;26;21;18;10
"lombardia";"Tm604832";"female";44;"Diploma";"Dipendente";"Yes";"Comitato di Como";"Si";"2";"Meno di 2 mesi fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"Yes";12;5;0;3;0;1;1;0;3;0;3;1;0;0;7;41;29;31;16;15;42;158;30;32;38;41;17;50;23;61;6;16;16;0;23;0;0;0;0;7;20;6;19;6;17;56;19;24;18;18
"lombardia";"lb951628";"male";37;"Diploma";"Dipendente";"Yes";"Comitato di Sondrio";"Si";"1";"Meno di 6 mesi fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"No";6;1;0;1;0;0;0;0;2;0;3;0;0;0;5;47;11;29;16;13;43;127;22;16;29;39;21;68;19;38;10;12;12;0;4;13;2;8;3;11;18;4;19;12;20;57;27;10;9;8
"lombardia";"GG327973";"female";24;"Laurea breve";"Disoccupato";"Yes";"Comitato del Medio-Verbano";"Si";"3";"Meno di 2 mesi fa";"1 turno a settimana";"Capo-squadra";"Yes";"No";27;13;3;4;2;3;1;2;3;2;3;1;1;2;14;20;39;32;19;13;33;145;32;20;33;40;20;63;20;61;10;15;16;0;20;47;9;22;16;21;18;11;18;16;18;54;48;21;24;24
"lombardia";"MP585919";"male";24;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Cinisello Balsamo";"Si";"3";"Meno di 1 anno fa";"1 turno a settimana";"Autista";"No";"No";22;7;1;2;1;1;2;2;2;1;3;2;2;3;15;31;15;25;14;11;37;157;30;32;39;34;22;50;18;57;8;13;12;4;20;31;11;12;8;15;17;14;12;11;14;43;40;19;14;24
"lombardia";"LN565713";"female";33;"Diploma";"Libero professionista";"Yes";"Comitato di Calvisano";"Si";"2";"Meno di 1 anno fa";"1 turno a settimana";"Soccorritore";"Yes";"Yes";23;9;1;2;2;2;2;3;2;2;3;2;2;0;14;35;31;39;25;14;37;131;29;19;31;28;24;65;16;28;13;4;5;0;6;6;0;5;1;12;15;9;11;10;16;42;31;24;12;24
"lombardia";"AG06931";"female";23;"Laurea magistrale";"Studente";"Yes";"Comitato di Brugherio";"Si";"2";"Meno di 2 mesi fa";"1 turno a settimana";"Soccorritore";"No";"No";35;12;1;3;4;1;3;3;3;3;4;3;3;4;23;25;33;22;13;9;23;107;21;26;23;22;15;58;25;52;11;12;10;2;17;51;14;21;16;11;12;13;11;11;7;30;35;15;18;8
"lombardia";"LG601411";"female";24;"Diploma";"Dipendente";"Yes";"Comitato di Legnano";"Si";"4";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"Yes";"Yes";19;7;1;0;2;1;3;3;2;1;0;3;3;0;12;33;22;25;15;10;36;155;34;20;47;38;16;64;24;78;14;20;15;4;25;11;7;4;0;18;9;12;10;13;10;29;43;21;20;20
"lombardia";"PG21456";"male";25;"Laurea magistrale";"Studente";"Yes";"Comitato di Saronno";"Si";"5";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"No";"No";9;3;1;0;0;1;1;1;1;1;0;1;1;1;6;32;33;36;26;10;45;148;25;18;43;37;25;66;15;53;9;10;13;4;17;20;10;10;0;15;14;14;15;15;15;44;44;19;21;24
"lombardia";"GB367414";"male";44;"Diploma";"Libero professionista";"Yes";"Comitato di Voghera";"Si";"15";"Meno di 2 mesi fa";"1 turno a settimana";"Capo-squadra";"Yes";"Yes";9;5;3;0;1;1;0;0;2;0;1;0;0;1;4;37;35;31;19;12;37;122;19;19;34;33;17;65;23;25;6;9;9;0;1;0;0;0;0;13;17;11;19;13;19;55;37;12;12;10
"lombardia";"LL14248";"male";24;"Laurea magistrale";"Studente";"Yes";"Comitato di Pavia";"Si";"3";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"Yes";"No";23;15;3;1;4;3;4;2;2;1;2;0;0;1;8;34;45;36;24;12;42;123;24;21;39;31;8;62;32;39;3;7;17;1;11;19;7;9;3;20;12;17;14;18;15;41;55;20;13;12
"lombardia";"SV67373";"male";37;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Cermenate";"Si";"10";"Più di 1 anno fa";"1 turno a settimana";"Capo-squadra";"Yes";"Yes";19;10;3;2;1;1;3;1;3;1;1;1;1;1;9;40;29;34;21;13;32;125;24;18;27;34;22;65;18;23;3;5;8;1;6;0;0;0;0;13;16;10;16;9;15;47;32;24;24;24
"lombardia";"Gm884217";"male";54;"Diploma";"Libero professionista";"Yes";"Comitato di Lodigiano Ovest";"Si";"18";"Meno di 6 mesi fa";"1 turno a settimana";"Soccorritore";"No";"No";19;11;3;1;3;3;1;1;1;1;1;1;3;0;8;30;33;32;21;11;31;143;26;25;35;35;22;59;18;73;12;17;14;4;26;9;6;3;0;15;19;11;15;14;16;50;40;16;20;17
"lombardia";"MZ56492A";"male";38;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Crema";"Si";"8";"Meno di 1 anno fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"No";12;5;0;0;2;0;3;2;1;3;1;0;0;0;7;36;41;30;18;12;42;138;14;21;42;35;26;63;14;1;1;0;0;0;0;0;0;0;0;17;13;14;20;18;20;53;49;22;24;24
"lombardia";"Sm93495";"male";63;"Scuola media primaria";"Pensionato";"Yes";"Comitato di Caravaggio";"Si";"8";"Meno di 2 mesi fa";"Meno di 1 turno al mese";"Soccorritore";"Yes";"No";14;8;4;1;1;1;1;0;1;2;1;0;1;1;6;31;26;35;23;12;40;150;31;21;38;36;24;63;16;45;4;9;10;1;21;27;14;8;5;15;9;13;14;17;15;38;45;20;18;20
"lombardia";"mariarossi515";"male";48;"Diploma";"Dipendente";"Yes";"Comitato di Legnano";"Si";"22";"Meno di 1 anno fa";"1 turno ogni due settimane";"Autista";"Yes";"No";23;14;1;1;4;4;4;3;3;0;0;3;0;0;9;39;18;29;18;11;40;147;28;19;42;43;15;65;25;20;4;6;10;0;0;0;0;0;0;9;12;13;20;18;18;50;40;24;24;22
"lombardia";"LC303416";"male";21;"Diploma";"Studente";"Yes";"Comitato di Palazzolo sull'Oglio";"Si";"2";"Meno di 6 mesi fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"No";23;7;1;2;2;1;1;2;3;2;3;2;2;2;16;23;29;28;16;12;34;127;21;20;37;34;15;63;25;43;8;9;11;0;15;23;10;7;6;12;10;12;8;12;12;30;36;17;12;17
"lombardia";"DR746514";"female";35;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Busto Arsizio";"Si";"5";"Più di 1 anno fa";"Meno di 1 turno al mese";"Autista";"Yes";"Yes";32;15;3;3;3;3;3;3;3;3;3;2;2;1;17;26;31;34;19;15;34;144;35;20;34;38;17;64;23;55;12;14;13;0;16;43;17;20;6;6;11;5;5;6;4;20;17;24;16;24
"lombardia";"cl429314";"male";52;"Diploma";"Disoccupato";"Yes";"Comitato di Bergamo";"Si";"2";"Meno di 1 anno fa";"Più di 1 turno a settimana";"Soccorritore";"Yes";"No";7;5;3;1;1;0;0;0;1;0;0;1;0;0;2;30;35;34;23;11;46;144;26;17;41;40;20;67;20;24;3;4;5;0;12;7;1;3;3;16;16;15;14;17;15;45;48;17;18;17
"lombardia";"PD289515";"female";33;"Laurea magistrale";"Libero professionista";"Yes";"Comitato di Grandate";"Si";"12";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"No";"No";23;8;2;1;2;1;2;2;2;2;4;1;1;3;15;26;32;17;9;8;42;109;16;23;23;27;20;61;20;59;12;20;17;0;10;18;7;11;0;5;5;8;10;12;8;23;25;10;6;4
"lombardia";"GD72245";"female";37;"Diploma";"Dipendente";"Yes";"Comitato di Grandate";"Si";"4";"Meno di 1 anno fa";"1 turno a settimana";"Soccorritore";"Yes";"No";26;15;4;3;2;3;3;1;3;1;3;1;1;1;11;34;38;40;25;15;33;146;29;23;41;33;20;60;20;47;5;13;12;0;17;25;8;14;3;13;10;12;10;12;11;31;37;15;21;24
"lombardia";"PB216297";"male";33;"Diploma";"Dipendente";"Yes";"Comitato di Palazzolo sull'Oglio";"Si";"5";"Meno di 2 mesi fa";"1 turno ogni due settimane";"Autista";"Yes";"Yes";19;8;2;1;2;1;2;1;2;2;3;1;1;1;11;30;23;31;21;10;38;143;27;17;38;39;22;67;18;52;8;10;12;4;18;8;3;3;2;16;18;16;11;16;18;47;48;17;11;15
"lombardia";"AB61316";"male";69;"Diploma";"Pensionato";"Yes";"Comitato di Saronno";"Si";"10";"Più di 1 anno fa";"1 turno ogni due settimane";"Autista";"Yes";"No";30;12;3;2;2;3;2;3;3;3;3;3;3;0;18;35;20;33;23;10;33;139;28;24;29;33;25;59;15;11;1;1;2;1;6;5;2;3;0;19;13;12;10;14;9;32;45;20;16;20
"lombardia";"GV0747";"male";34;"Laurea breve";"Dipendente";"Yes";"Comitato di Legnano";"Si";"11";"Più di 1 anno fa";"1 turno al mese";"Capo-squadra";"Yes";"No";21;11;3;2;3;2;1;2;2;1;2;1;1;1;10;26;31;28;19;9;30;118;16;21;35;34;12;62;28;3;0;0;3;0;0;9;8;1;0;8;11;12;17;13;16;44;33;19;19;17
"lombardia";"MS93619";"male";19;"Diploma";"Studente";"Yes";"Comitato di Mortara";"Si";"1";"Meno di 6 mesi fa";"Più di 1 turno a settimana";"Soccorritore";"Yes";"No";47;19;3;4;4;4;4;4;4;4;4;4;4;4;28;16;19;19;9;10;25;173;41;28;39;37;28;56;12;39;4;6;8;4;17;10;3;5;2;15;14;13;7;13;12;33;41;13;24;19
"lombardia";"VF98883";"female";34;"Laurea breve";"Libero professionista";"Yes";"Comitato di Casatenovo";"Si";"5";"Meno di 2 mesi fa";"1 turno ogni due settimane";"Capo-squadra";"No";"Yes";7;5;1;2;0;1;1;0;2;0;0;0;0;0;2;38;24;34;22;12;46;141;29;23;38;35;16;58;24;64;10;14;14;0;26;10;3;7;0;12;11;10;20;13;18;49;35;21;23;23
"lombardia";"LR065740";"male";44;"Diploma";"Dipendente";"Yes";"Comitato di Legnano";"Si";"9";"Meno di 1 anno fa";"1 turno ogni due settimane";"Autista";"Yes";"No";16;8;2;1;1;1;3;1;2;1;1;1;1;1;8;31;33;36;22;14;29;135;33;20;32;32;18;62;22;25;5;5;6;0;9;5;3;1;1;11;16;9;17;10;16;49;30;19;21;16
"lombardia";"Nb08964";"male";50;"Diploma";"Libero professionista";"Yes";"Comitato di Morbegno";"Si";"6";"Meno di 1 anno fa";"1 turno a settimana";"Soccorritore";"No";"No";2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;36;35;32;20;12;40;126;16;20;35;33;22;64;18;4;0;0;4;0;0;2;0;2;0;11;11;8;15;13;14;40;32;6;9;6
"lombardia";"Mc9999";"male";27;"Scuola media primaria";"Dipendente";"Yes";"Comitato di Luino";"Si";"3";"Meno di 6 mesi fa";"1 turno al mese";"Soccorritore";"Yes";"No";20;9;2;2;2;1;2;0;2;2;3;1;2;1;11;36;31;28;17;11;33;141;34;19;35;34;19;65;21;75;10;21;15;1;28;52;13;22;17;15;9;16;7;15;6;22;46;20;23;20
"lombardia";"CD262722";"male";42;"Laurea magistrale";"Dipendente";"Yes";"Comitato del Medio Verbano";"Si";"4";"Più di 1 anno fa";"1 turno a settimana";"Soccorritore";"Yes";"No";8;5;2;3;0;0;0;0;0;0;3;0;0;0;3;26;34;34;20;14;45;133;22;18;37;36;20;66;20;59;15;16;10;5;13;18;9;6;3;14;11;13;18;16;15;44;43;24;4;24
"lombardia";"pr2775";"male";54;"Diploma";"Dipendente";"Yes";"Comitato di Stradella";"Si";"25";"Più di 2 mesi fa";"1 turno a settimana";"Autista";"Yes";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"lombardia";"LB98845";"female";25;"Laurea breve";"Studente";"Yes";"Comitato di Varese";"Si";"7";"Più di 1 anno fa";"1 turno a settimana";"Soccorritore";"No";"No";11;7;1;0;3;0;3;0;1;0;3;0;0;0;4;43;29;29;19;10;43;146;31;19;38;40;18;64;22;63;10;15;14;0;24;7;5;2;0;19;13;10;17;18;17;47;47;23;24;24
"lombardia";"BG, 2138,59";"female";20;"Diploma";"Studente";"Yes";"Comitato di Varese";"Si";"1";"Meno di 1 anno fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"No";22;11;4;2;1;0;4;3;2;0;0;4;2;0;11;24;27;40;25;15;31;162;38;32;38;35;19;51;21;68;10;13;18;0;27;17;6;6;5;18;18;17;16;14;15;49;49;23;24;21
"lombardia";"Bg61476";"female";37;"Diploma";"Dipendente";"Yes";"Comitato di Caravaggio";"Si";"10";"Meno di 2 mesi fa";"1 turno ogni due settimane";"Capo-squadra";"No";"No";14;8;2;1;2;1;2;1;2;0;1;1;1;0;6;39;31;34;21;13;32;150;38;21;37;36;18;61;22;51;5;10;13;1;22;19;5;11;3;14;12;13;11;14;11;34;41;23;24;24
"lombardia";"MM02858";"male";38;"Laurea magistrale";"Libero professionista";"Yes";"Comitato di Pavia";"Si";"19";"Meno di 6 mesi fa";"Più di 1 turno a settimana";"Capo-squadra";"Yes";"No";30;12;2;3;4;2;1;3;2;2;2;3;3;3;18;24;24;22;12;10;31;164;35;46;36;30;17;36;23;74;12;18;12;7;25;0;0;0;0;14;17;10;13;6;15;45;30;16;12;15
"lombardia";"EM424714";"female";49;"Diploma";"Libero professionista";"Yes";"Comitato di Mantova";"Si";"3";"Meno di 2 mesi fa";"1 turno a settimana";"Capo-squadra";"Yes";"No";9;6;2;0;1;0;3;0;1;0;1;1;0;0;3;35;25;33;23;10;40;124;25;21;27;31;20;61;20;11;5;1;1;0;4;2;2;0;0;16;18;16;16;10;18;52;42;24;24;24
"lombardia";"VS17402";"male";58;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Uggiate Trevano";"Si";"5";"Più di 6 mesi fa";"1 turno a settimana";"Capo-squadra";"No";"No";20;9;3;1;2;1;2;2;1;1;2;2;2;1;11;27;26;33;22;11;32;117;22;20;26;29;20;64;20;14;8;0;2;0;4;6;3;3;0;6;19;8;19;11;15;53;25;20;20;18
"lombardia";"Fr218042";"male";57;"Scuola media primaria";"Pensionato";"Yes";"Comitato di Pieve Emanuele";"Si";"15";"Meno di 6 mesi fa";"1 turno a settimana";"Autista";"No";"Yes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"lombardia";"EH801972";"female";53;"Diploma";"Dipendente";"Yes";"Comitato di Bergamo Hinterland";"Si";"6";"Più di 6 mesi fa";"Più di 1 turno a settimana";"Soccorritore";"Yes";"Yes";16;9;2;3;0;1;3;0;2;0;1;3;1;0;7;37;36;40;27;13;37;157;36;35;33;36;17;47;23;87;14;17;20;1;35;40;14;14;12;22;15;14;16;14;15;46;50;24;24;24
"lombardia";"SB052214";"male";45;"Diploma";"Dipendente";"Yes";"Comitato di Castiglione delle Stiviere";"Si";"3";"Meno di 2 mesi fa";"1 turno ogni due settimane";"Soccorritore";"No";"No";9;6;3;1;0;1;1;0;1;0;2;0;0;0;3;42;37;32;20;12;41;133;25;22;31;37;18;62;22;28;0;5;14;0;9;6;0;6;0;16;21;11;18;15;19;58;42;21;15;20
"lombardia";"AC161020";"male";45;"Diploma";"Dipendente";"Yes";"Comitato di Varese";"Si";"25";"Meno di 1 anno fa";"1 turno ogni due settimane";"Autista";"Yes";"Yes";13;6;1;2;1;1;1;1;1;1;2;1;1;0;7;34;24;28;18;10;41;152;28;21;39;43;21;62;19;4;1;1;0;0;2;9;4;5;0;18;17;13;12;15;17;46;46;13;18;19
"lombardia";"PB447913";"female";32;"Diploma";"Dipendente";"Yes";"Comitato di Pizzighettone";"Si";"7";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"No";"Yes";18;10;2;2;2;2;2;0;1;1;2;1;1;2;8;39;29;27;19;8;33;144;31;26;34;34;19;56;21;66;8;15;15;5;23;28;11;10;7;16;20;10;13;15;16;49;41;20;20;20
"lombardia";"PL21517";"male";21;"Diploma";"Studente";"Yes";"Comitato di Lainate";"Si";"2";"Meno di 2 mesi fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"Yes";26;11;3;1;3;2;2;2;3;3;1;4;1;1;15;37;31;27;16;11;33;113;29;23;27;17;17;59;23;35;6;8;14;0;7;17;9;7;1;10;11;6;11;8;11;33;24;18;18;24
"lombardia";"AL598817";"male";28;"Diploma";"Dipendente";"Yes";"Comitato di Muggiò";"Si";"7";"Più di 1 anno fa";"1 turno ogni due settimane";"Capo-squadra";"Yes";"No";24;12;2;1;4;2;3;2;2;2;1;3;2;0;12;26;28;32;18;14;29;138;35;28;24;35;16;55;24;13;0;4;9;0;0;43;15;19;9;6;10;10;10;10;8;28;26;13;20;16
"lombardia";"FR988024";"male";60;"Diploma";"Dipendente";"Yes";"Comitato di Mede e Valle Lomellina";"Si";"5";"Più di 6 mesi fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"No";15;10;4;0;1;3;2;0;0;0;4;0;1;0;5;28;30;31;21;10;33;126;25;19;33;31;18;64;22;37;8;6;14;1;8;2;1;0;1;10;19;7;20;15;19;58;32;19;9;22
"lombardia";"MB438325";"male";20;"Diploma";"Studente";"Yes";"Comitato di Paderno Dugnano";"Si";"2";"Meno di 1 anno fa";"1 turno a settimana";"Soccorritore";"Yes";"Yes";23;7;1;1;2;1;2;3;2;3;3;1;2;2;16;29;27;28;19;9;39;114;22;17;31;25;19;67;21;17;1;6;10;0;0;5;5;0;0;13;11;10;10;12;14;35;35;15;18;24
"lombardia";"MO065139";"male";30;"Diploma";"Libero professionista";"Yes";"Comitato di Legnano";"Si";"11";"Più di 1 anno fa";"1 turno a settimana";"Soccorritore";"Yes";"Yes";41;18;4;3;3;4;4;4;3;4;1;4;3;4;23;13;26;42;29;13;21;127;22;38;35;19;13;43;27;18;3;5;10;0;0;4;4;0;0;13;10;10;6;14;8;24;37;11;24;24
"lombardia";"EB01403";"female";47;"Scuola media primaria";"Dipendente";"Yes";"Comitato di Bergamo Hinterland";"Si";"5";"Meno di 2 mesi fa";"1 turno al mese";"Capo-squadra";"Yes";"Yes";29;12;3;3;2;3;1;2;3;3;3;3;1;2;17;31;18;24;16;8;34;127;28;23;31;28;17;61;23;13;1;1;7;0;4;39;15;19;5;15;12;15;9;13;9;30;43;10;12;14
"lombardia";"BG9222";"male";51;"Diploma";"Libero professionista";"Yes";"Comitato di Varese";"Si";"33";"Meno di 1 anno fa";"1 turno a settimana";"Autista";"Yes";"No";3;1;0;0;0;1;0;0;2;0;0;0;0;0;2;38;17;32;18;14;38;137;25;20;31;43;18;64;22;24;0;8;8;0;8;5;3;1;1;7;19;5;19;11;19;57;23;7;11;13
"lombardia";"GT613492";"male";46;"Laurea breve";"Dipendente";"Yes";"Comitato di Lodi";"Si";"5";"Meno di 6 mesi fa";"1 turno ogni due settimane";"Soccorritore";"No";"No";23;11;2;3;2;2;2;3;1;3;3;1;1;0;12;33;32;42;29;13;41;128;34;24;28;25;17;58;23;22;0;3;5;0;14;26;9;13;4;14;20;7;9;8;10;39;29;15;11;8
"lombardia";"GO869728";"male";40;"Diploma";"Libero professionista";"Yes";"Comitato di Triangolo Lariano";"Si";"23";"Più di 1 anno fa";"1 turno a settimana";"Capo-squadra";"Yes";"Yes";4;1;0;0;0;0;1;0;0;0;2;0;1;0;3;38;23;27;16;11;34;120;14;20;33;36;17;64;23;0;0;0;0;0;0;0;0;0;0;12;19;7;18;15;20;57;34;16;9;8
"lombardia";"1504";"female";38;"Laurea breve";"Dipendente";"Yes";"Comitato di Varese";"Si";"10";"Meno di 6 mesi fa";"1 turno a settimana";"Autista";"Yes";"Yes";17;8;2;2;1;2;1;1;1;1;3;1;1;1;9;35;30;31;19;12;31;151;42;18;37;30;24;66;16;57;11;9;15;2;20;13;4;7;2;14;9;15;7;12;14;30;41;23;23;24
"lombardia";"ML06054";"female";25;"Diploma";"Studente";"Yes";"Comitato di Villasanta";"Si";"4";"Meno di 1 anno fa";"1 turno ogni due settimane";"Capo-squadra";"No";"No";15;8;2;3;1;1;1;2;1;2;1;0;1;0;7;40;36;40;25;15;44;158;29;18;43;47;21;66;19;20;9;0;8;0;3;12;4;8;0;15;12;19;11;16;15;38;50;17;19;24
"lombardia";"NL64211";"male";31;"Scuola media primaria";"Dipendente";"Yes";"Comitato di Garbagnate Milanese";"Si";"2";"Meno di 2 mesi fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"Yes";32;12;1;4;3;2;2;1;3;3;4;4;3;2;20;22;40;19;13;6;31;135;28;24;36;31;16;58;24;45;6;13;11;0;15;42;14;16;12;11;12;10;10;13;13;35;34;6;12;17
"lombardia";"SB90165";"female";24;"Laurea breve";"Studente";"Yes";"Comitato di Legnano";"Si";"3";"Meno di 1 anno fa";"1 turno ogni due settimane";"Soccorritore";"No";"No";17;9;1;3;3;1;1;1;2;3;1;1;0;0;8;31;24;27;18;9;43;119;17;17;33;33;19;67;21;13;3;1;5;0;4;8;2;5;1;12;16;9;11;12;14;41;33;16;18;20
"lombardia";"CM124030";"female";20;"Diploma";"Studente";"Yes";"Comitato di Monza";"Si";"2";"Meno di 1 anno fa";"1 turno ogni due settimane";"Soccorritore";"No";"No";39;16;4;3;3;4;2;3;4;4;4;3;4;1;23;25;24;20;8;12;37;161;47;31;24;36;23;51;17;57;9;9;18;0;21;61;19;24;18;18;11;13;10;14;7;28;45;24;4;24
"lombardia";"SG314642";"female";60;"Diploma";"Pensionato";"Yes";"Comitato di Pieve Emanuele";"Si";"13";"Meno di 6 mesi fa";"1 turno a settimana";"Capo-squadra";"Yes";"No";7;5;2;0;2;1;0;0;1;0;0;1;0;0;2;46;33;38;23;15;37;142;35;19;39;36;13;64;27;67;11;15;16;0;25;12;3;8;1;15;22;12;20;16;20;62;43;24;21;24
"lombardia";"LP24375";"female";26;"Laurea magistrale";"Studente";"Yes";"Comitato di Milano";"Si";"5";"Meno di 1 anno fa";"1 turno a settimana";"Soccorritore";"Yes";"No";22;13;3;1;3;3;3;1;2;1;2;1;1;1;9;38;38;37;24;13;32;140;41;21;28;33;17;63;23;12;2;1;7;0;2;18;6;7;5;12;14;12;13;13;14;41;37;19;18;11
"lombardia";"MS831428";"male";24;"Laurea magistrale";"Dipendente";"Yes";"Comitato di San Donato Milanese";"Si";"5";"Meno di 6 mesi fa";"1 turno a settimana";"Autista";"Yes";"Yes";21;13;3;1;2;4;3;3;2;1;0;2;0;0;8;34;33;32;21;11;15;142;24;34;38;34;12;47;28;55;11;11;12;0;21;19;12;5;2;21;21;12;17;18;19;57;51;23;17;13
"lombardia";"AB149518";"female";48;"Diploma";"Dipendente";"Yes";"Comitato di Saronno";"Si";"6";"Meno di 2 mesi fa";"1 turno a settimana";"Capo-squadra";"Yes";"No";25;13;4;3;3;1;2;2;3;2;2;3;0;0;12;28;32;42;27;15;33;158;39;23;37;41;18;60;22;54;8;12;12;3;19;44;14;19;11;14;13;18;20;18;17;50;50;21;8;23
"lombardia";"CC29845";"female";26;"Laurea breve";"Dipendente";"Yes";"Comitato di Alte Groane";"Si";"5";"Meno di 1 anno fa";"1 turno ogni due settimane";"Capo-squadra";"No";"Yes";35;15;3;3;4;3;2;4;3;4;2;4;2;1;20;31;31;36;25;11;30;138;28;28;36;32;14;55;26;17;0;3;4;0;10;19;6;11;2;8;8;7;6;9;14;28;24;12;11;10
"lombardia";"81";"female";56;"Diploma";"Dipendente";"Yes";"Comitato di Luino";"Si";"15";"Meno di 6 mesi fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"lombardia";"AG1827";"male";57;"Diploma";"Dipendente";"Yes";"Comitato di Morbegno";"Si";"10";"Meno di 6 mesi fa";"Più di 1 turno a settimana";"Autista";"No";"No";18;8;1;0;3;1;3;1;2;1;3;1;2;0;10;31;35;30;18;12;41;132;26;22;25;38;21;61;19;67;9;14;14;7;23;18;3;11;4;16;11;13;12;15;15;38;44;20;20;20
